,Gene description,Gene name,Chromosome/scaffold name,mitochondrial,hemoglobin,sex_linked,canonical_neuronal,glutamatergic
ENSRNOG00000059243,similar to phosducin-like [Source:RGD Symbol;Acc:1584015],AABR07051787.1,3,False,False,False,False,False
ENSRNOG00000019005,phosphodiesterase 8A [Source:RGD Symbol;Acc:735125],Pde8a,1,False,False,False,False,False
ENSRNOG00000014234,hypoxia inducible factor 1 subunit alpha inhibitor [Source:RGD Symbol;Acc:1308281],Hif1an,1,False,False,False,False,False
ENSRNOG00000009342,ficolin B [Source:RGD Symbol;Acc:621222],Fcnb,3,False,False,False,False,False
ENSRNOG00000068268,,,4,False,False,False,False,False
ENSRNOG00000012906,brain enriched myelin associated protein 1 [Source:RGD Symbol;Acc:628644],Bcas1,3,False,False,False,False,False
ENSRNOG00000064158,,,3,False,False,False,False,False
ENSRNOG00000016593,phosphodiesterase 6C [Source:RGD Symbol;Acc:1309844],Pde6c,1,False,False,False,False,False
ENSRNOG00000038330,similar to protein C33A12.3 [Source:RGD Symbol;Acc:1359508],RGD1359508,2,False,False,False,False,False
ENSRNOG00000014471,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 [Source:RGD Symbol;Acc:1310926]",B3gnt6,1,False,False,False,False,False
ENSRNOG00000033693,"NLR family, apoptosis inhibitory protein 6 [Source:RGD Symbol;Acc:621281]",AC135826.1,2,False,False,False,False,False
ENSRNOG00000067685,murinoglobulin 1 [Source:RGD Symbol;Acc:621366],Mug1,4,False,False,False,False,False
ENSRNOG00000007981,kelch-like family member 23 [Source:RGD Symbol;Acc:1307166],Klhl23,3,False,False,False,False,False
ENSRNOG00000064670,,,4,False,False,False,False,False
ENSRNOG00000065620,,,3,False,False,False,False,False
ENSRNOG00000014002,suppression of tumorigenicity 7-like [Source:RGD Symbol;Acc:1359336],St7l,2,False,False,False,False,False
ENSRNOG00000011652,signal peptide peptidase-like 2A [Source:RGD Symbol;Acc:1563001],Sppl2a,3,False,False,False,False,False
ENSRNOG00000021924,"cytochrome P450, family 2, subfamily c, polypeptide 22 [Source:RGD Symbol;Acc:620368]",Cyp2c22,1,False,False,False,False,False
ENSRNOG00000022521,DNA damage-induced apoptosis suppressor [Source:RGD Symbol;Acc:1559690],Ddias,1,False,False,False,False,False
ENSRNOG00000063763,,,3,False,False,False,False,False
ENSRNOG00000066470,,,4,False,False,False,False,False
ENSRNOG00000068416,,,3,False,False,False,False,False
ENSRNOG00000013072,plexin A4 [Source:RGD Symbol;Acc:1308074],Plxna4,4,False,False,False,False,False
ENSRNOG00000052802,"aldolase, fructose-bisphosphate A [Source:RGD Symbol;Acc:2089]",Aldoa,1,False,False,False,False,False
ENSRNOG00000018193,POC5 centriolar protein [Source:RGD Symbol;Acc:1310597],Poc5,2,False,False,False,False,False
ENSRNOG00000013209,BarH-like homeobox 1 [Source:RGD Symbol;Acc:620648],Barhl1,3,False,False,False,False,False
ENSRNOG00000012196,N-acylsphingosine amidohydrolase 2 [Source:RGD Symbol;Acc:69410],Asah2,1,False,False,False,False,False
ENSRNOG00000064086,,,4,False,False,False,False,False
ENSRNOG00000066103,,,3,False,False,False,False,False
ENSRNOG00000060349,FAM3 metabolism regulating signaling molecule C [Source:RGD Symbol;Acc:735193],Fam3c,4,False,False,False,False,False
ENSRNOG00000016550,doublecortin-like kinase 2 [Source:RGD Symbol;Acc:1308384],Dclk2,2,False,False,False,False,False
ENSRNOG00000062482,disks large homolog 5-like [Source:RGD Symbol;Acc:6493667],,3,False,False,False,False,False
ENSRNOG00000070721,,,4,False,False,False,False,False
ENSRNOG00000010630,prolylcarboxypeptidase [Source:RGD Symbol;Acc:1307842],Prcp,1,False,False,False,False,False
ENSRNOG00000065128,"NLR family, apoptosis inhibitory protein 5 [Source:RGD Symbol;Acc:1559914]",Naip5,2,False,False,False,False,False
ENSRNOG00000033195,APOBEC1 complementation factor [Source:RGD Symbol;Acc:619834],A1cf,1,False,False,False,False,False
ENSRNOG00000063885,,,3,False,False,False,False,False
ENSRNOG00000022514,"torsin family 2, member A [Source:RGD Symbol;Acc:1359111]",Tor2a,3,False,False,False,False,False
ENSRNOG00000007127,Bardet-Biedl syndrome 5 [Source:RGD Symbol;Acc:1310718],Bbs5,3,False,False,False,False,False
ENSRNOG00000069559,,,4,False,False,False,False,False
ENSRNOG00000067722,,,3,False,False,False,False,False
ENSRNOG00000068118,,,4,False,False,False,False,False
ENSRNOG00000008484,phosducin-like [Source:RGD Symbol;Acc:621135],Pdcl,3,False,False,False,False,False
ENSRNOG00000060571,plasmanylethanolamine desaturase 1 [Source:RGD Symbol;Acc:1309093],Peds1,3,False,False,False,False,False
ENSRNOG00000053662,fibroblast growth factor 6 [Source:RGD Symbol;Acc:620130],Fgf6,4,False,False,False,False,False
ENSRNOG00000031974,protocadherin 10 [Source:RGD Symbol;Acc:1565811],Pcdh10,2,False,False,False,False,False
ENSRNOG00000066019,,,4,False,False,False,False,False
ENSRNOG00000010575,dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:RGD Symbol;Acc:1310189],Dapp1,2,False,False,False,False,False
ENSRNOG00000016541,ectodermal-neural cortex 1 [Source:RGD Symbol;Acc:1303152],Enc1,2,False,False,False,False,False
ENSRNOG00000013933,mediator complex subunit 27 [Source:RGD Symbol;Acc:1564993],Med27,3,False,False,False,False,False
ENSRNOG00000067451,olfactory receptor 307 [Source:RGD Symbol;Acc:1334216],Olr307,1,False,False,False,False,False
ENSRNOG00000055481,ankyrin repeat domain 7 [Source:RGD Symbol;Acc:1564660],Ankrd7,4,False,False,False,False,False
ENSRNOG00000007285,TP53 regulating kinase [Source:RGD Symbol;Acc:1304911],Tp53rk,3,False,False,False,False,False
ENSRNOG00000063615,,,4,False,False,False,False,False
ENSRNOG00000014078,NADH:ubiquinone oxidoreductase subunit B8 [Source:RGD Symbol;Acc:1309129],Ndufb8,1,False,False,False,False,False
ENSRNOG00000009211,complement C3a receptor 1 [Source:RGD Symbol;Acc:620537],C3ar1,4,False,False,False,False,False
ENSRNOG00000009196,ring finger and CCCH-type domains 2 [Source:RGD Symbol;Acc:1304833],Rc3h2,3,False,False,False,False,False
ENSRNOG00000030237,cytochrome c oxidase subunit 7C [Source:RGD Symbol;Acc:2300145],Cox7c,2,False,False,False,False,False
ENSRNOG00000048433,teashirt zinc finger homeobox 2 [Source:RGD Symbol;Acc:6490867],Tshz2,3,False,False,False,False,False
ENSRNOG00000070183,,,4,False,False,False,False,False
ENSRNOG00000020272,endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:MGI Symbol;Acc:MGI:1923930],Elapor1,2,False,False,False,False,False
ENSRNOG00000036866,alkaline ceramidase 3 [Source:RGD Symbol;Acc:1561254],Acer3,1,False,False,False,False,False
ENSRNOG00000050650,tetratricopeptide repeat domain 16 [Source:RGD Symbol;Acc:2318922],Ttc16,3,False,False,False,False,False
ENSRNOG00000027433,aldose reductase-related protein 1-like [Source:RGD Symbol;Acc:6496873],Akr1b8,4,False,False,False,False,False
ENSRNOG00000062737,seminal vesicle secretory protein 3A [Source:RGD Symbol;Acc:708390],Svs3a,3,False,False,False,False,False
ENSRNOG00000063419,,,4,False,False,False,False,False
ENSRNOG00000013660,component of oligomeric golgi complex 6 [Source:RGD Symbol;Acc:1303283],Cog6,2,False,False,False,False,False
ENSRNOG00000006726,zinc finger protein 9 [Source:RGD Symbol;Acc:2293498],Zfp9,4,False,False,False,False,False
ENSRNOG00000014183,G protein subunit alpha q [Source:RGD Symbol;Acc:620770],Gnaq,1,False,False,False,False,False
ENSRNOG00000026604,cerebral endothelial cell adhesion molecule [Source:RGD Symbol;Acc:1304778],Cercam,3,False,False,False,False,False
ENSRNOG00000042478,ADAM metallopeptidase domain 22 [Source:RGD Symbol;Acc:1585016],Adam22,4,False,False,False,False,False
ENSRNOG00000021840,cadherin-like and PC-esterase domain containing 1 [Source:RGD Symbol;Acc:1563491],Cped1,4,False,False,False,False,False
ENSRNOG00000009808,intraflagellar transport 80 [Source:RGD Symbol;Acc:1312006],Ift80,2,False,False,False,False,False
ENSRNOG00000009980,phospholipid phosphatase 1 [Source:RGD Symbol;Acc:621832],Plpp1,2,False,False,False,False,False
ENSRNOG00000009340,zinc finger and BTB domain containing 6 [Source:RGD Symbol;Acc:1306007],Zbtb6,3,False,False,False,False,False
ENSRNOG00000015211,SAS-6 centriolar assembly protein [Source:RGD Symbol;Acc:1306255],Sass6,2,False,False,False,False,False
ENSRNOG00000006952,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:RGD Symbol;Acc:1306534]",Prex1,3,False,False,False,False,False
ENSRNOG00000065313,,,1,False,False,False,False,False
ENSRNOG00000005367,solute carrier family 12 member 1 [Source:RGD Symbol;Acc:3685],Slc12a1,3,False,False,False,False,False
ENSRNOG00000067798,,,3,False,False,False,False,False
ENSRNOG00000057545,,AC114363.1,3,False,False,False,False,False
ENSRNOG00000014482,SMC5-SMC6 complex localization factor 2 [Source:RGD Symbol;Acc:1560300],Slf2,1,False,False,False,False,False
ENSRNOG00000071130,small proline-rich protein 2G [Source:MGI Symbol;Acc:MGI:1330348],,2,False,False,False,False,False
ENSRNOG00000005679,"fibroblast activation protein, alpha [Source:RGD Symbol;Acc:621253]",Fap,3,False,False,False,False,False
ENSRNOG00000018687,F-box and WD repeat domain containing 2 [Source:RGD Symbol;Acc:1310460],Fbxw2,3,False,False,False,False,False
ENSRNOG00000009734,"aldo-keto reductase family 1, member B8 [Source:RGD Symbol;Acc:708475]",Akr1b10,4,False,False,False,False,False
ENSRNOG00000064408,,,3,False,False,False,False,False
ENSRNOG00000015505,microfibril associated protein 5 [Source:RGD Symbol;Acc:1307919],Mfap5,4,False,False,False,False,False
ENSRNOG00000065825,carcinoembryonic antigen-related cell adhesion molecule 3-like [Source:RGD Symbol;Acc:7714566],,1,False,False,False,False,False
ENSRNOG00000012061,"protein kinase C, beta [Source:RGD Symbol;Acc:3396]",Prkcb,1,False,False,False,False,False
ENSRNOG00000009346,zinc finger and BTB domain containing 26 [Source:MGI Symbol;Acc:MGI:2444402],Zbtb26,3,False,False,False,False,False
ENSRNOG00000039494,aminoadipate-semialdehyde synthase [Source:RGD Symbol;Acc:1310811],Aass,4,False,False,False,False,False
ENSRNOG00000029508,antileukoproteinase-like 2 [Source:RGD Symbol;Acc:1303102],Slpil2,3,False,False,False,False,False
ENSRNOG00000019328,phosphoglycerate dehydrogenase [Source:RGD Symbol;Acc:61987],Phgdh,2,False,False,False,False,False
ENSRNOG00000010274,structural maintenance of chromosomes 4 [Source:RGD Symbol;Acc:1306680],Smc4,2,False,False,False,False,False
ENSRNOG00000010975,activity-dependent neuroprotector homeobox [Source:RGD Symbol;Acc:71030],Adnp,3,False,False,False,False,False
ENSRNOG00000055839,small nucleolar RNA SNORA26 [Source:RGD Symbol;Acc:41037515],AC120718.1,2,False,False,False,False,False
ENSRNOG00000020076,BLOC-1 related complex subunit 7 [Source:RGD Symbol;Acc:1311783],Borcs7,1,False,False,False,False,False
ENSRNOG00000069322,U6 spliceosomal RNA [Source:RGD Symbol;Acc:40993262],U6,2,False,False,False,False,False
ENSRNOG00000059786,alcohol sulfotransferase-like [Source:RGD Symbol;Acc:2321883],AC107531.3,1,False,False,False,False,False
ENSRNOG00000030689,"membrane-spanning 4-domains, subfamily A, member 6B-like [Source:RGD Symbol;Acc:1359381]",Ms4a6bl,1,False,False,False,False,False
ENSRNOG00000049034,peptidyl-tRNA hydrolase 1 homolog [Source:RGD Symbol;Acc:1310165],Ptrh1,3,False,False,False,False,False
ENSRNOG00000068300,U6 spliceosomal RNA [Source:RGD Symbol;Acc:41323823],U6,2,False,False,False,False,False
ENSRNOG00000008851,solute carrier family 35 member B4 [Source:RGD Symbol;Acc:1308985],Slc35b4,4,False,False,False,False,False
ENSRNOG00000063857,,,4,False,False,False,False,False
ENSRNOG00000010219,ral guanine nucleotide dissociation stimulator [Source:RGD Symbol;Acc:3533],Ralgds,3,False,False,False,False,False
ENSRNOG00000059275,small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:41008983],AC098423.1,2,False,False,False,False,False
ENSRNOG00000013741,ubiquitin-conjugating enzyme E2D 3 [Source:RGD Symbol;Acc:619912],Ube2d3,2,False,False,False,False,False
ENSRNOG00000020081,arsenite methyltransferase [Source:RGD Symbol;Acc:621325],As3mt,1,False,False,False,False,False
ENSRNOG00000067967,U6 spliceosomal RNA [Source:RGD Symbol;Acc:41088779],U6,2,False,False,False,False,False
ENSRNOG00000059016,tetraspanin 12 [Source:RGD Symbol;Acc:1311102],Tspan12,4,False,False,False,False,False
ENSRNOG00000010993,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:RGD Symbol;Acc:1310120]",Dpm1,3,False,False,False,False,False
ENSRNOG00000069270,"predicted gene, 34653 [Source:MGI Symbol;Acc:MGI:5593812]",B3galt9,3,False,False,False,False,False
ENSRNOG00000062483,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],U2,2,False,False,False,False,False
ENSRNOG00000058654,mex-3 RNA binding family member A [Source:RGD Symbol;Acc:1564904],Mex3a,2,False,False,False,False,False
ENSRNOG00000010282,ninjurin 2 [Source:RGD Symbol;Acc:620552],Ninj2,4,False,False,False,False,False
ENSRNOG00000057918,"predicted gene, 23903 [Source:RGD Symbol;Acc:15011377]",Gm25762,2,False,False,False,False,False
ENSRNOG00000066745,,,2,False,False,False,False,False
ENSRNOG00000010897,NIMA-related kinase 6 [Source:RGD Symbol;Acc:727779],Nek6,3,False,False,False,False,False
ENSRNOG00000010045,"C-type lectin domain family 4, member A [Source:RGD Symbol;Acc:1359662]",Clec4a,4,False,False,False,False,False
ENSRNOG00000039315,cilia and flagella associated protein 157 [Source:RGD Symbol;Acc:1560002],Cfap157,3,False,False,False,False,False
ENSRNOG00000056991,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15010672],U6,2,False,False,False,False,False
ENSRNOG00000064820,,,4,False,False,False,False,False
ENSRNOG00000063017,U7 small nuclear RNA [Source:RGD Symbol;Acc:41208025],U7,2,False,False,False,False,False
ENSRNOG00000047986,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 6 [Source:RGD Symbol;Acc:3727]",Sult2a2,1,False,False,False,False,False
ENSRNOG00000070969,small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:41250438],Gm23033,2,False,False,False,False,False
ENSRNOG00000009875,"aldo-keto reductase family 1, member B7 [Source:RGD Symbol;Acc:620257]",Akr1b7,4,False,False,False,False,False
ENSRNOG00000012750,"poly(A) binding protein, cytoplasmic 1-like [Source:RGD Symbol;Acc:1563142]",Pabpc1l,3,False,False,False,False,False
ENSRNOG00000023640,"RAB25, member RAS oncogene family [Source:RGD Symbol;Acc:1308447]",Rab25,2,False,False,False,False,False
ENSRNOG00000029209,ring finger protein 13 [Source:RGD Symbol;Acc:1594062],Rnf13,2,False,False,False,False,False
ENSRNOG00000014833,survival motor neuron domain containing 1 [Source:RGD Symbol;Acc:1309151],Smndc1,1,False,False,False,False,False
ENSRNOG00000070213,small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:41216266],,2,False,False,False,False,False
ENSRNOG00000050742,dynamin binding protein [Source:RGD Symbol;Acc:1583840],Dnmbp,1,False,False,False,False,False
ENSRNOG00000010344,"beta-1,4-N-acetyl-galactosaminyl transferase 3 [Source:RGD Symbol;Acc:1561056]",B4galnt3,4,False,False,False,False,False
ENSRNOG00000028749,ataxin 7-like 2 [Source:RGD Symbol;Acc:1307047],Atxn7l2,2,False,False,False,False,False
ENSRNOG00000053707,"predicted gene, 26416 [Source:RGD Symbol;Acc:15008121]",Gm26416,2,False,False,False,False,False
ENSRNOG00000006527,solute carrier family 6 member 1 [Source:RGD Symbol;Acc:620533],Slc6a1,4,False,False,False,False,False
ENSRNOG00000061349,,AABR07009034.1,2,False,False,False,False,False
ENSRNOG00000050514,similar to NADH-ubiquinone oxidoreductase B9 subunit (Complex I-B9) (CI-B9) [Source:RGD Symbol;Acc:1589176],,2,False,False,False,False,False
ENSRNOG00000012898,,AC098125.1,1,False,False,False,False,False
ENSRNOG00000023589,G protein-coupled receptor 107 [Source:RGD Symbol;Acc:1305882],Gpr107,3,False,False,False,False,False
ENSRNOG00000054199,U1 spliceosomal RNA [Source:RGD Symbol;Acc:15008502],U1,2,False,False,False,False,False
ENSRNOG00000069039,,,4,False,False,False,False,False
ENSRNOG00000059307,,AABR07010649.2,2,False,False,False,False,False
ENSRNOG00000010515,tripartite motif-containing 59 [Source:RGD Symbol;Acc:1311956],Trim59,2,False,False,False,False,False
ENSRNOG00000010573,stimulated by retinoic acid 8 [Source:RGD Symbol;Acc:1562852],Stra8,4,False,False,False,False,False
ENSRNOG00000021405,"cytochrome P450, family 2, subfamily c, polypeptide 7 [Source:RGD Symbol;Acc:620379]",Cyp2c7,1,False,False,False,False,False
ENSRNOG00000050262,uncharacterized LOC102547011 [Source:RGD Symbol;Acc:7579002],,3,False,False,False,False,False
ENSRNOG00000016770,calmodulin 1 [Source:RGD Symbol;Acc:2257],Calm1,1,False,False,False,False,False
ENSRNOG00000014350,cellular communication network factor 1 [Source:RGD Symbol;Acc:620763],Ccn1,2,False,False,False,False,False
ENSRNOG00000051865,Metazoan signal recognition particle RNA [Source:RGD Symbol;Acc:15006736],Metazoa_SRP,2,False,False,False,False,False
ENSRNOG00000010018,"C-type lectin domain family 4, member A3 [Source:RGD Symbol;Acc:1359528]",Clec4a3,4,False,False,False,False,False
ENSRNOG00000070398,olfactory receptor 346 [Source:RGD Symbol;Acc:1333625],Olr346,1,False,False,False,False,False
ENSRNOG00000064800,U7 small nuclear RNA [Source:RGD Symbol;Acc:41329676],U7,2,False,False,False,False,False
ENSRNOG00000067528,,,1,False,False,False,False,False
ENSRNOG00000019914,TLC domain containing 3B [Source:RGD Symbol;Acc:1308215],Tlcd3b,1,False,False,False,False,False
ENSRNOG00000064458,,,2,False,False,False,False,False
ENSRNOG00000019908,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:RGD Symbol;Acc:1562501]",Lamtor2,2,False,False,False,False,False
ENSRNOG00000066920,,,2,False,False,False,False,False
ENSRNOG00000061123,,AABR07012754.1,2,False,False,False,False,False
ENSRNOG00000043189,TruB pseudouridine synthase family member 2 [Source:RGD Symbol;Acc:1359394],Trub2,3,False,False,False,False,False
ENSRNOG00000066609,,,4,False,False,False,False,False
ENSRNOG00000053449,calcium release activated channel regulator 2A [Source:RGD Symbol;Acc:1563719],Cracr2a,4,False,False,False,False,False
ENSRNOG00000028746,glutathione S-transferase omega 1 [Source:RGD Symbol;Acc:70952],Gsto1,1,False,False,False,False,False
ENSRNOG00000010133,bisphosphoglycerate mutase [Source:RGD Symbol;Acc:735018],Bpgm,4,False,False,False,False,False
ENSRNOG00000009402,RAB GTPase activating protein 1 [Source:RGD Symbol;Acc:1304691],Rabgap1,3,False,False,False,False,False
ENSRNOG00000051873,,AABR07012762.1,2,False,False,False,False,False
ENSRNOG00000063815,alcohol sulfotransferase-like [Source:RGD Symbol;Acc:6486637],,1,False,False,False,False,False
